   1.000000     1   0.8106000E-01  0.8106000E-03
   3.000000     1   0.8016830E-01  0.8016830E-03
   7.000000     1   0.7846610E-01  0.7846610E-03
   11.00000     1   0.7643960E-01  0.7643960E-03
   21.00000     1   0.7238660E-01  0.7238660E-03
   41.00000     1   0.6492910E-01  0.6492910E-03
   61.00000     1   0.5876850E-01  0.5876850E-03
   99.00000     1   0.5171630E-01  0.5171630E-03
