   1.000000      0.1674937E-01 -0.1011533      0.1125464E-01  -178.0358      0.1847908E-01   178.5901      0.9262886       7.769529       3.093640      0.4376566    
   3.000000      0.1679966E-01 -0.5608513      0.1163402E-01  -176.4434      0.1830895E-01   176.1629       1.039405       18.32939       3.107161       1.137507    
   11.00000      0.1685129E-01  -2.847566      0.1271216E-01  -175.6788      0.1745468E-01   168.5035       1.597949       32.24757       3.179463       2.900708    
   33.00000      0.1648481E-01  -8.878261      0.1396833E-01   179.3183      0.1516455E-01   153.8484       2.683485       30.76058       3.365490       4.413595    
   99.00000      0.1447000E-01  -21.66967      0.1372765E-01   164.5537      0.1034939E-01   127.6618       3.853431       15.22499       3.627044       3.017805    
