   1.000000      0.3594648E-01 -0.1786564      0.1332004E-01  -177.1549      0.3269464E-01  -1.052848      0.2625398       54.94179       8.076422      0.1558648    
   3.000000      0.3597767E-01 -0.6256384      0.1392052E-01  -174.4517      0.3249199E-01  -2.903982      0.6277618       66.01668       8.087274      0.4154304    
   11.00000      0.3594156E-01  -2.531744      0.1580389E-01  -171.3661      0.3142203E-01  -8.922820       1.793272       62.15374       8.148223       1.139928    
   33.00000      0.3525216E-01  -7.369601      0.1858953E-01  -173.9907      0.2834066E-01  -20.90342       3.822816       48.57550       8.324718       2.017310    
   99.00000      0.3193393E-01  -18.08800      0.2033530E-01   173.0861      0.2116780E-01  -43.44375       6.397356       26.69524       8.650293       1.946317    
