   1.000000      0.1468231E-01  0.1109270      0.2606611E-01  -179.1298      0.2952120E-01   179.0307       3.939400       2.299597       3.113746      0.5488831    
   3.000000      0.1474679E-01  0.1592311E-01  0.2644985E-01  -178.3820      0.2935878E-01   177.3156       4.032351       6.043776       3.128539       1.467432    
   11.00000      0.1490836E-01  -1.110200      0.2761850E-01  -177.9551      0.2848867E-01   171.6859       4.585902       15.07679       3.214306       4.015774    
   33.00000      0.1496419E-01  -5.078156      0.2922547E-01   179.1329      0.2592916E-01   160.3290       6.099519       21.37655       3.468121       6.948177    
   99.00000      0.1408401E-01  -15.26371      0.2931857E-01   168.6300      0.1978641E-01   138.5776       8.531891       16.27110       3.942255       6.570537    
